"county","stateabbr","value","state","region"
"lyon","IA",5.97465335113781,"iowa",19119
"lyon","KS",4.19646924630559,"kansas",20111
"lyon","KY",5.24799333823146,"kentucky",21143
"lyon","MN",5.34060049960509,"minnesota",27083
"lyon","NV",5.42176712773911,"nevada",32019
"mackinac","MI",5.66809260553343,"michigan",26097
"macomb","MI",4.76202315044043,"michigan",26099
"macon","AL",5.50880205962777,"alabama",1087
"macon","GA",5.06011293648038,"georgia",13193
"macon","IL",6.19976719626967,"illinois",17115
"macon","MO",5.20539298516293,"missouri",29121
"macon","NC",4.58934336080526,"north carolina",37113
"macon","TN",4.65399920807333,"tennessee",47111
"macoupin","IL",6.70162050500196,"illinois",17117
"madera","CA",4.87206345276082,"california",6039
"madison","AL",4.37232099123141,"alabama",1089
"madison","AR",5.47497272515177,"arkansas",5087
"madison","FL",5.08772232938739,"florida",12079
"madison","GA",4.56120332351237,"georgia",13195
"madison","IA",5.43199441749686,"iowa",19121
"madison","ID",4.36599608636273,"idaho",16065
"madison","IL",5.58044529307182,"illinois",17119
"madison","IN",5.84651502118908,"indiana",18095
"madison","KY",5.06787752363542,"kentucky",21151
"madison","LA",5.65742601238246,"louisiana",22065
"madison","MO",5.82398448891008,"missouri",29123
"madison","MS",4.99362077551588,"mississippi",28089
"madison","MT",5.01446276365941,"montana",30057
"madison","NC",5.11037894410367,"north carolina",37115
"madison","NE",5.42128332119942,"nebraska",31119
"madison","NY",4.75934744373169,"new york",36053
"madison","OH",5.05519202971264,"ohio",39097
"madison","TN",5.89792171149126,"tennessee",47113
"madison","TX",5.03274444240604,"texas",48313
"madison","VA",4.51557050345727,"virginia",51113
"magoffin","KY",5.28498296981394,"kentucky",21153
"mahaska","IA",5.32197131189349,"iowa",19123
"mahnomen","MN",5.13491916437261,"minnesota",27087
"mahoning","OH",5.37782351991801,"ohio",39099
"major","OK",5.39922356431469,"oklahoma",40093
"malheur","OR",5.26116892952187,"oregon",41045
"manassas park","VA",4.988768461813,"virginia",51685
"manassas","VA",5.05521748470036,"virginia",51683
"manatee","FL",6.94507232085599,"florida",12081
"manistee","MI",6.80267679358842,"michigan",26101
"manitowoc","WI",5.8229194758404,"wisconsin",55071
"marathon","WI",4.80340712567983,"wisconsin",55073
"marengo","AL",5.76385190827486,"alabama",1091
"maricopa","AZ",4.54207273758906,"arizona",4013
"maries","MO",6.0686964389003,"missouri",29125
"marin","CA",4.7265344806263,"california",6041
"marinette","WI",6.55101077512145,"wisconsin",55075
"marion","AL",5.30250672448492,"alabama",1093
"marion","AR",6.03860354404326,"arkansas",5089
"marion","FL",6.84811350463042,"florida",12083
"marion","GA",4.90898483251489,"georgia",13197
"marion","IA",6.63834824084196,"iowa",19125
"marion","IL",5.32468927612565,"illinois",17121
"marion","IN",5.27604762524768,"indiana",18097
"marion","KS",5.67436907196782,"kansas",20115
"marion","KY",4.90149867336105,"kentucky",21155
"marion","MO",6.21143330899306,"missouri",29127
"marion","MS",5.52147795373751,"mississippi",28091
"marion","OH",4.68658056750903,"ohio",39101
"marion","OR",4.99124333722158,"oregon",41047
"marion","SC",5.75547804604343,"south carolina",45067
"marion","TN",4.9488692948149,"tennessee",47115
"marion","TX",5.53836935934555,"texas",48315
"marion","WV",5.41184564626738,"west virginia",54049
"mariposa","CA",5.99698428694969,"california",6043
"marlboro","SC",5.19984260947717,"south carolina",45069
"marquette","MI",4.21420844676595,"michigan",26103
"marquette","WI",5.15054038445224,"wisconsin",55077
"marshall","AL",4.24846957977793,"alabama",1095
"marshall","IA",5.77658194907404,"iowa",19127
"marshall","IL",5.61840296188967,"illinois",17123
"marshall","IN",4.12053550961382,"indiana",18099
"marshall","KS",5.99033569014857,"kansas",20117
"marshall","KY",5.97792662821318,"kentucky",21157
"marshall","MN",5.69012361213789,"minnesota",27089
"marshall","MS",4.71051410479556,"mississippi",28093
"marshall","OK",5.60137807091878,"oklahoma",40095
"marshall","SD",5.41673406628699,"south dakota",46091
"marshall","TN",5.79540132707554,"tennessee",47117
"marshall","WV",5.20553098846901,"west virginia",54051
"martin","FL",7.31528234258073,"florida",12085
"martin","IN",5.82788513962018,"indiana",18101
"martin","KY",4.48912792019412,"kentucky",21159
"martin","MN",5.87917432354302,"minnesota",27091
"martin","NC",4.76834664053788,"north carolina",37117
"martin","TX",4.76426105125883,"texas",48317
"martinsville c","VA",5.54823671264699,"virginia",51690
"mason","IL",5.56072302290833,"illinois",17125
"mason","KY",4.90752779466011,"kentucky",21161
"mason","MI",5.79546998064555,"michigan",26105
"mason","TX",5.85037343999447,"texas",48319
"mason","WA",5.03902722938725,"washington",53045
"mason","WV",5.70930856023176,"west virginia",54053
"massac","IL",4.49704160223036,"illinois",17127
"matagorda","TX",5.50764995858668,"texas",48321
"mathews","VA",4.66340390835113,"virginia",51115
"maui","HI",4.37130428847611,"hawaii",15009
"maury","TN",5.40114421122131,"tennessee",47119
"maverick","TX",4.03434572842473,"texas",48323
"mayes","OK",5.83876018478577,"oklahoma",40097
"mcclain","OK",7.04055258723708,"oklahoma",40087
"mccone","MT",5.61186288448806,"montana",30055
"mccook","SD",6.2295670948545,"south dakota",46087
"mccormick","SC",4.91117857237774,"south carolina",45065
"mccracken","KY",7.39360642735716,"kentucky",21145
"mccreary","KY",4.93107430242307,"kentucky",21147
"mcculloch","TX",5.71823034197367,"texas",48307
"mccurtain","OK",5.21680241588556,"oklahoma",40089
"mcdonald","MO",5.19892183169367,"missouri",29119
"mcdonough","IL",6.28012467361241,"illinois",17109
"mcdowell","NC",5.27001077999201,"north carolina",37111
"mcdowell","WV",5.49346665555499,"west virginia",54047
"mcduffie","GA",4.88507397659924,"georgia",13189
"mchenry","IL",5.22025223894914,"illinois",17111
"mchenry","ND",5.49009994336725,"north dakota",38049
"mcintosh","GA",5.40777749204382,"georgia",13191
"mcintosh","ND",5.44583109713558,"north dakota",38051
"mcintosh","OK",6.50000183171808,"oklahoma",40091
"mckean","PA",5.53252822055704,"pennsylvania",42083
"mckenzie","ND",4.64032083952646,"north dakota",38053
"mckinley","NM",5.29191354165161,"new mexico",35031
"mclean","IL",4.15477343150599,"illinois",17113
"mclean","KY",4.73765372445798,"kentucky",21149
"mclean","ND",5.7357050186636,"north dakota",38055
"mclennan","TX",4.77516662290517,"texas",48309
"mcleod","MN",4.77112175869333,"minnesota",27085
"mcminn","TN",4.76552494561956,"tennessee",47107
"mcmullen","TX",5.10789806578964,"texas",48311
"mcnairy","TN",4.61234061897658,"tennessee",47109
"mcpherson","KS",5.72224161451963,"kansas",20113
"mcpherson","NE",5.4652122408076,"nebraska",31117
"mcpherson","SD",5.52730013204649,"south dakota",46089
"meade","KS",5.12030749828659,"kansas",20119
"meade","KY",4.31181201359958,"kentucky",21163
"meade","SD",3.83032373080254,"south dakota",46093
"meagher","MT",5.3426024859358,"montana",30059
"mecklenburg","NC",3.93862966525318,"north carolina",37119
"mecklenburg","VA",4.27878330368453,"virginia",51117
"mecosta","MI",4.66914801912619,"michigan",26107
"medina","OH",4.55945052031313,"ohio",39103
"medina","TX",4.61763181278825,"texas",48325
"meeker","MN",5.34828267765071,"minnesota",27093
"meigs","OH",5.24264192385193,"ohio",39105
"meigs","TN",5.17241480846818,"tennessee",47121
"mellette","SD",5.06847939387396,"south dakota",46095
"menard","IL",5.22249895661415,"illinois",17129
"menard","TX",4.96747048622291,"texas",48327
"mendocino","CA",4.2878234175561,"california",6045
"menifee","KY",5.06400282193351,"kentucky",21165
"menominee","MI",5.98784350995792,"michigan",26109
"menominee","WI",5.1508291687413,"wisconsin",55078
"merced","CA",5.14731114940406,"california",6047
"mercer","IL",4.47895968827985,"illinois",17131
"mercer","KY",5.55804301076632,"kentucky",21167
"mercer","MO",4.84207214193337,"missouri",29129
"mercer","ND",6.08139720371374,"north dakota",38057
"mercer","NJ",5.43280901607998,"new jersey",34021
"mercer","OH",5.01426796735178,"ohio",39107
"mercer","PA",5.78574041672392,"pennsylvania",42085
"mercer","WV",5.14133304885732,"west virginia",54055
"meriwether","GA",4.62270500525328,"georgia",13199
"merrick","NE",4.82488875067921,"nebraska",31121
"merrimack","NH",5.36358296805877,"new hampshire",33013
"mesa","CO",5.2532072865346,"colorado",8077
"metcalfe","KY",5.10351544397939,"kentucky",21169
"miami","IN",4.27656389493809,"indiana",18103
"miami","KS",4.8351627651432,"kansas",20121
"miami","OH",5.42489820329217,"ohio",39109
"middlesex","CT",7.62766953243082,"connecticut",9007
"middlesex","MA",5.32121176022773,"massachusetts",25017
"middlesex","NJ",5.91623608151635,"new jersey",34023
"middlesex","VA",5.03693716477271,"virginia",51119
"midland","MI",4.47897361294638,"michigan",26111
"midland","TX",4.16224506797504,"texas",48329
"mifflin","PA",7.79912616696233,"pennsylvania",42087
"milam","TX",6.40644130901254,"texas",48331
"millard","UT",5.78044220865298,"utah",49027
"mille lacs","MN",5.29801241235136,"minnesota",27095
"miller","AR",5.32704704205834,"arkansas",5091
"miller","GA",4.81048681648512,"georgia",13201
"miller","MO",5.67744719988041,"missouri",29131
"mills","IA",5.36851005854036,"iowa",19129
"mills","TX",6.06802290897904,"texas",48333
"milwaukee","WI",6.08526929037499,"wisconsin",55079
"miner","SD",5.52311881800117,"south dakota",46097
"mineral","CO",5.10346501071025,"colorado",8079
"mineral","MT",5.53904506431731,"montana",30061
"mineral","NV",5.36168585266431,"nevada",32021
"mineral","WV",4.78719663410337,"west virginia",54057
"mingo","WV",4.08869419552136,"west virginia",54059
"minidoka","ID",4.65473418503274,"idaho",16067
"minnehaha","SD",5.991237851155,"south dakota",46099
"missaukee","MI",4.6747480380207,"michigan",26113
"mississippi","AR",5.22801164393928,"arkansas",5093
"mississippi","MO",5.45942668975124,"missouri",29133
"missoula","MT",4.56903518918055,"montana",30063
"mitchell","GA",5.25052728905762,"georgia",13205
"mitchell","IA",6.34263706927962,"iowa",19131
"mitchell","KS",4.60744304579629,"kansas",20123
"mitchell","NC",5.82758111229132,"north carolina",37121
"mitchell","TX",5.73961937259452,"texas",48335
"mobile","AL",4.38507758626422,"alabama",1097
"modoc","CA",5.0780541224456,"california",6049
"moffat","CO",4.80643768461273,"colorado",8081
"mohave","AZ",7.12192730350711,"arizona",4015
"moniteau","MO",4.89220123727073,"missouri",29135
"monmouth","NJ",5.75447646416126,"new jersey",34025
"mono","CA",4.47848995159015,"california",6051
"monona","IA",5.24543835358624,"iowa",19133
"monongalia","WV",4.45618819556392,"west virginia",54061
"monroe","AL",4.53456416367323,"alabama",1099
"monroe","AR",5.49717802796667,"arkansas",5095
"monroe","FL",5.67801549912583,"florida",12087
"monroe","GA",5.01540265205263,"georgia",13207
"monroe","IA",6.02444568369629,"iowa",19135
"monroe","IL",4.86168135211965,"illinois",17133
"monroe","IN",3.54505658475457,"indiana",18105
"monroe","KY",5.74935486863217,"kentucky",21171
"monroe","MI",4.54861009909785,"michigan",26115
"monroe","MO",6.25430376414656,"missouri",29137
"monroe","MS",5.32049155601303,"mississippi",28095
"monroe","NY",4.93233729091864,"new york",36055
"monroe","OH",5.38488625292322,"ohio",39111
"monroe","PA",5.01183032136954,"pennsylvania",42089
"monroe","TN",5.12698690580622,"tennessee",47123
"monroe","WI",6.6112031135984,"wisconsin",55081
"monroe","WV",4.84456577390241,"west virginia",54063
"montague","TX",5.05213050687699,"texas",48337
"montcalm","MI",4.14213473021341,"michigan",26117
"monterey","CA",3.56910129537265,"california",6053
"montezuma","CO",5.42646393074867,"colorado",8083
"montgomery","AL",4.63034154451206,"alabama",1101
"montgomery","AR",4.88372359541826,"arkansas",5097
"montgomery","GA",5.40494947353397,"georgia",13209
"montgomery","IA",5.15082468336562,"iowa",19137
"montgomery","IL",7.19924972571351,"illinois",17135
"montgomery","IN",4.56801130036635,"indiana",18107
"montgomery","KS",6.58166660675809,"kansas",20125
"montgomery","KY",4.98827663041023,"kentucky",21173
"montgomery","MD",4.16612470385047,"maryland",24031
"montgomery","MO",5.26513531387375,"missouri",29139
"montgomery","MS",6.43035324616108,"mississippi",28097
"montgomery","NC",5.32813467755501,"north carolina",37123
"montgomery","NY",6.495571015943,"new york",36057
"montgomery","OH",4.7092678887991,"ohio",39113
"montgomery","PA",5.13235181037261,"pennsylvania",42091
"montgomery","TN",4.70020278993644,"tennessee",47125
"montgomery","TX",2.89508328762167,"texas",48339
"montgomery","VA",3.73222961121921,"virginia",51121
"montmorency","MI",6.04528823534535,"michigan",26119
"montour","PA",6.46617644398968,"pennsylvania",42093
"montrose","CO",4.16062948191252,"colorado",8085
"moody","SD",5.30925541502419,"south dakota",46101
"moore","NC",5.03209441391084,"north carolina",37125
"moore","TN",5.14970334343052,"tennessee",47127
"moore","TX",4.77561909166508,"texas",48341
"mora","NM",5.15993990778587,"new mexico",35033
"morehouse","LA",5.42382897134919,"louisiana",22067
"morgan","AL",4.4347109627138,"alabama",1103
"morgan","CO",5.77078990147424,"colorado",8087
"morgan","GA",4.92232614107663,"georgia",13211
"morgan","IL",4.59945486619452,"illinois",17137
"morgan","IN",5.42848284442119,"indiana",18109
"morgan","KY",4.8849123681244,"kentucky",21175
"morgan","MO",6.06756159980206,"missouri",29141
"morgan","OH",5.88315533308735,"ohio",39115
"morgan","TN",5.83130068389295,"tennessee",47129
"morgan","UT",5.08817455739978,"utah",49029
"morgan","WV",6.09110803278944,"west virginia",54065
"morrill","NE",5.04236244762983,"nebraska",31123
"morris","KS",5.32627122796165,"kansas",20127
"morris","NJ",4.57028038865389,"new jersey",34027
"morris","TX",4.66855011156581,"texas",48343
"morrison","MN",7.298235416131,"minnesota",27097
"morrow","OH",4.05079422624951,"ohio",39117
"morrow","OR",4.88128025746445,"oregon",41049
"morton","KS",4.8929684366059,"kansas",20129
"morton","ND",5.77614620993811,"north dakota",38059
"motley","TX",5.35964139102909,"texas",48345
"moultrie","IL",5.00228613787584,"illinois",17139
"mountrail","ND",5.2616310701062,"north dakota",38061
"mower","MN",5.44224138819909,"minnesota",27099
"muhlenberg","KY",5.90858956516097,"kentucky",21177
"multnomah","OR",5.36138537773507,"oregon",41051
"murray","GA",5.01991166168566,"georgia",13213
"murray","MN",4.98789655892438,"minnesota",27101
"murray","OK",5.20275198831595,"oklahoma",40099
"muscatine","IA",4.33502271552,"iowa",19139
"muscogee","GA",5.13547062601292,"georgia",13215
"muskegon","MI",4.23359540467847,"michigan",26121
"muskingum","OH",4.93340573855811,"ohio",39119
"muskogee","OK",5.56618069151528,"oklahoma",40101
"musselshell","MT",5.43945870776133,"montana",30065
"nacogdoches","TX",5.23884331329885,"texas",48347
"nance","NE",4.82193375603739,"nebraska",31125
"nantucket","MA",5.06884889833137,"massachusetts",25019
"napa","CA",7.34587452007497,"california",6055
"nash","NC",4.64443677361234,"north carolina",37127
"nassau","FL",4.62279414537887,"florida",12089
"nassau","NY",6.23728017828384,"new york",36059
"natchitoches","LA",6.81413481598673,"louisiana",22069
"natrona","WY",5.19622870230805,"wyoming",56025
"navajo","AZ",5.37598662371493,"arizona",4017
"navarro","TX",6.14539450378355,"texas",48349
"nelson","KY",4.06044038034697,"kentucky",21179
"nelson","ND",5.11518948666697,"north dakota",38063
"nelson","VA",4.44466183407067,"virginia",51125
"nemaha","KS",5.56524776975675,"kansas",20131
"nemaha","NE",5.16993942249425,"nebraska",31127
"neosho","KS",4.27532990397662,"kansas",20133
"neshoba","MS",6.15354555952998,"mississippi",28099
"ness","KS",5.44473042414569,"kansas",20135
"nevada","AR",4.90571595922724,"arkansas",5099
"nevada","CA",5.01121816311072,"california",6057
"new castle","DE",4.22162842625191,"delaware",10003
"new hanover","NC",4.64813906757172,"north carolina",37129
"new haven","CT",5.97483954214706,"connecticut",9009
"new kent","VA",4.64023247169645,"virginia",51127
"new london","CT",4.57341860578076,"connecticut",9011
"new madrid","MO",4.74292040865489,"missouri",29143
"new york","NY",4.86422355960972,"new york",36061
"newaygo","MI",5.80411135040771,"michigan",26123
"newberry","SC",5.30919620750867,"south carolina",45071
"newport news c","VA",4.35850916753796,"virginia",51700
"newport","RI",5.54531368763867,"rhode island",44005
"newton","AR",4.904558261206,"arkansas",5101
"newton","GA",5.33649393037813,"georgia",13217
"newton","IN",6.1134636680986,"indiana",18111
"newton","MO",5.90019085517788,"missouri",29145
"newton","MS",5.32040015499295,"mississippi",28101
"newton","TX",5.28983153377243,"texas",48351
"nez perce","ID",6.05971847516922,"idaho",16069
"niagara","NY",3.9913560585775,"new york",36063
"nicholas","KY",4.67445267187232,"kentucky",21181
"nicholas","WV",4.47477932691581,"west virginia",54067
"nicollet","MN",5.19174043841836,"minnesota",27103
"niobrara","WY",5.25440607715846,"wyoming",56027
"noble","IN",4.7179966008371,"indiana",18113
"noble","OH",4.91557338509962,"ohio",39121
"noble","OK",4.99391412257836,"oklahoma",40103
"nobles","MN",5.6278822507127,"minnesota",27105
"nodaway","MO",4.80217087114303,"missouri",29147
"nolan","TX",6.21463074617591,"texas",48353
"norfolk city","VA",4.16874640967707,"virginia",51710
"norfolk","MA",6.0083019142259,"massachusetts",25021
"norman","MN",5.11881503325737,"minnesota",27107
"northampton","NC",4.52904704880757,"north carolina",37131
"northampton","PA",6.77267350633084,"pennsylvania",42095
"northampton","VA",5.55201626990133,"virginia",51131
"northumberland","PA",5.03615479504517,"pennsylvania",42097
"northumberland","VA",5.56973045702673,"virginia",51133
"norton city","VA",5.49989009654893,"virginia",51720
"norton","KS",5.60954803906557,"kansas",20137
"nottoway","VA",5.69601556644589,"virginia",51135
"nowata","OK",5.64792248816079,"oklahoma",40105
"noxubee","MS",4.84931121349609,"mississippi",28103
"nuckolls","NE",4.97649676651476,"nebraska",31129
"nueces","TX",4.09269954242765,"texas",48355
"nye","NV",4.48506944239595,"nevada",32023
"o brien","IA",5.17170166500344,"iowa",19141
"oakland","MI",5.08683488868577,"michigan",26125
"obion","TN",5.33140980829226,"tennessee",47131
"ocean","NJ",7.47314241007607,"new jersey",34029
"oceana","MI",5.29663468192258,"michigan",26127
"ochiltree","TX",4.3967933548199,"texas",48357
"oconee","GA",4.53231196917882,"georgia",13219
"oconee","SC",5.72950353145902,"south carolina",45073
"oconto","WI",5.73705395577691,"wisconsin",55083
"ogemaw","MI",6.65418881768198,"michigan",26129
"ogle","IL",5.45253491892635,"illinois",17141
"oglethorpe","GA",4.97580351288496,"georgia",13221
"ohio","IN",4.73591460527328,"indiana",18115
"ohio","KY",6.08648430886959,"kentucky",21183
"ohio","WV",5.72042605727171,"west virginia",54069
"okaloosa","FL",5.2096236005817,"florida",12091
"okanogan","WA",6.43402820249313,"washington",53047
"okeechobee","FL",5.88620071642114,"florida",12093
"okfuskee","OK",6.0209311538559,"oklahoma",40107
"oklahoma","OK",5.14547656406709,"oklahoma",40109
"okmulgee","OK",5.48203948176504,"oklahoma",40111
"oktibbeha","MS",4.38183368834494,"mississippi",28105
"oldham","KY",4.81634154753848,"kentucky",21185
"oldham","TX",4.95256933107758,"texas",48359
"oliver","ND",5.29347265664887,"north dakota",38065
"olmsted","MN",4.04248243326099,"minnesota",27109
"oneida","ID",4.90884520425896,"idaho",16071
"oneida","NY",6.06066631043437,"new york",36065
"oneida","WI",5.17850936962119,"wisconsin",55085
"onondaga","NY",4.92955346916775,"new york",36067
"onslow","NC",3.02962069413278,"north carolina",37133
"ontario","NY",5.21092658669794,"new york",36069
"ontonagon","MI",5.62835188135107,"michigan",26131
"orange","CA",3.94094706899462,"california",6059
"orange","FL",4.81015538763196,"florida",12095
"orange","IN",5.79657822706649,"indiana",18117
"orange","NC",3.90778529736941,"north carolina",37135
"orange","NY",5.49179580181671,"new york",36071
"orange","TX",3.47179984370535,"texas",48361
"orange","VA",5.43962594099535,"virginia",51137
"orange","VT",5.85288733530983,"vermont",50017
"orangeburg","SC",5.64111478456337,"south carolina",45075
"oregon","MO",4.4795565051541,"missouri",29149
"orleans","LA",7.61433453888957,"louisiana",22071
"orleans","NY",5.09403409864404,"new york",36073
"orleans","VT",4.96011094446312,"vermont",50019
"osage","KS",5.49709729113365,"kansas",20139
"osage","MO",6.23570593112694,"missouri",29151
"osage","OK",5.98149918281673,"oklahoma",40113
"osborne","KS",5.09158792840801,"kansas",20141
"osceola","FL",5.76310661675132,"florida",12097
"osceola","IA",4.58376171855074,"iowa",19143
"osceola","MI",4.65716570208859,"michigan",26133
"oscoda","MI",5.52579336099637,"michigan",26135
"oswego","NY",5.96345863921415,"new york",36075
"otero","CO",5.81971737040136,"colorado",8089
"otero","NM",3.3610756620419,"new mexico",35035
"otoe","NE",5.01262298517499,"nebraska",31131
"otsego","MI",5.16370754809377,"michigan",26137
"otsego","NY",5.6437465518856,"new york",36077
"ottawa","KS",5.0251607299928,"kansas",20143
"ottawa","MI",4.61546253251199,"michigan",26139
"ottawa","OH",5.57518748136549,"ohio",39123
"ottawa","OK",6.20260603179577,"oklahoma",40115
"otter tail","MN",7.33939147820215,"minnesota",27111
"ouachita","AR",4.67327115867332,"arkansas",5103
"ouachita","LA",4.17313258869983,"louisiana",22073
"ouray","CO",5.34938856728245,"colorado",8091
"outagamie","WI",6.11832318411926,"wisconsin",55087
"overton","TN",5.30788206012826,"tennessee",47133
"owen","IN",5.15755887402946,"indiana",18119
"owen","KY",4.50815739834111,"kentucky",21187
"owsley","KY",5.05326310335733,"kentucky",21189
"owyhee","ID",5.70733563995132,"idaho",16073
"oxford","ME",5.82407345808082,"maine",23017
"ozark","MO",6.31000444182688,"missouri",29153
"ozaukee","WI",5.61802738770393,"wisconsin",55089
"pacific","WA",5.3266997098284,"washington",53049
"page","IA",4.79579626742244,"iowa",19145
"page","VA",4.42411327414163,"virginia",51139
"palm beach","FL",8.40947011123695,"florida",12099
"palo alto","IA",4.88838791196368,"iowa",19147
"palo pinto","TX",4.67429939838411,"texas",48363
"pamlico","NC",5.19410385328692,"north carolina",37137
"panola","MS",5.80715463661846,"mississippi",28107
"panola","TX",5.34361931919929,"texas",48365
"park","CO",5.5862637933464,"colorado",8093
"park","MT",5.60734960045771,"montana",30067
"park","WY",4.46435010405521,"wyoming",56029
"parke","IN",5.6936926624463,"indiana",18121
"parker","TX",4.01739706086102,"texas",48367
"parmer","TX",4.40324186045855,"texas",48369
"pasco","FL",9.12293080870201,"florida",12101
"pasquotank","NC",5.26531935550394,"north carolina",37139
"passaic","NJ",5.61761990189966,"new jersey",34031
"patrick","VA",4.33958121462031,"virginia",51141
"paulding","GA",4.11856412231914,"georgia",13223
"paulding","OH",5.10618650018146,"ohio",39125
"pawnee","KS",5.20604012998651,"kansas",20145
"pawnee","NE",5.21243188327106,"nebraska",31133
"pawnee","OK",6.05946276499306,"oklahoma",40117
"payette","ID",4.63731556816929,"idaho",16075
"payne","OK",5.13577581653872,"oklahoma",40119
"peach","GA",5.32183364349622,"georgia",13225
"pearl river","MS",4.51253258181988,"mississippi",28109
"pecos","TX",4.08703779279649,"texas",48371
"pembina","ND",6.17393515524067,"north dakota",38067
"pemiscot","MO",5.36064532097733,"missouri",29155
"pend oreille","WA",4.81683071944206,"washington",53051
"pender","NC",4.87401711751167,"north carolina",37141
"pendleton","KY",6.08131261699718,"kentucky",21191
"pendleton","WV",4.86213781928906,"west virginia",54071
"pennington","MN",5.0422430440084,"minnesota",27113
"pennington","SD",3.78625955758985,"south dakota",46103
"penobscot","ME",6.54432010082578,"maine",23019
"peoria","IL",4.9997432483671,"illinois",17143
"pepin","WI",5.2248728850018,"wisconsin",55091
"perkins","NE",5.20487591887574,"nebraska",31135
"perkins","SD",5.11498529129904,"south dakota",46105
"perquimans","NC",5.60301583536048,"north carolina",37143
"perry","AL",5.07882255512815,"alabama",1105
"perry","AR",5.20881821371736,"arkansas",5105
"perry","IL",5.61130137394709,"illinois",17145
"perry","IN",6.24617975363582,"indiana",18123
"perry","KY",4.71403317237253,"kentucky",21193
"perry","MO",5.11220109145409,"missouri",29157
"perry","MS",4.85852476022882,"mississippi",28111
"perry","OH",4.30427914760481,"ohio",39127
"perry","PA",4.43294352265323,"pennsylvania",42099
"perry","TN",4.99481691525192,"tennessee",47135
"pershing","NV",5.50549675791284,"nevada",32027
"person","NC",4.91598450076579,"north carolina",37145
"petersburg cit","VA",5.66603151836953,"virginia",51730
"petroleum","MT",5.139671982257,"montana",30069
"pettis","MO",5.29088022008825,"missouri",29159
"phelps","MO",5.39714454008343,"missouri",29161
"phelps","NE",4.7501245592239,"nebraska",31137
"philadelphia","PA",6.59141364323994,"pennsylvania",42101
"phillips","AR",6.35348878997596,"arkansas",5107
"phillips","CO",4.84495188515212,"colorado",8095
"phillips","KS",5.84808197236672,"kansas",20147
"phillips","MT",5.4249559233733,"montana",30071
"piatt","IL",4.60938814524659,"illinois",17147
"pickaway","OH",5.49683268923725,"ohio",39129
"pickens","AL",6.23075610687266,"alabama",1107
"pickens","GA",5.70091148010809,"georgia",13227
"pickens","SC",4.97779727966844,"south carolina",45077
"pickett","TN",5.12183708586084,"tennessee",47137
"pierce","GA",4.66750690224053,"georgia",13229
"pierce","ND",5.63378409567535,"north dakota",38069
"pierce","NE",5.17496545165584,"nebraska",31139
"pierce","WA",4.44743962514346,"washington",53053
"pierce","WI",4.89413068136395,"wisconsin",55093
"pike","AL",4.27636286581122,"alabama",1109
"pike","AR",5.35464822077315,"arkansas",5109
"pike","GA",4.6188999477646,"georgia",13231
"pike","IL",5.03123595026576,"illinois",17149
"pike","IN",5.08814389418017,"indiana",18125
"pike","KY",5.18160067015889,"kentucky",21195
"pike","MO",5.19825835372618,"missouri",29163
"pike","MS",5.42353321626793,"mississippi",28113
"pike","OH",4.48126928656315,"ohio",39131
"pike","PA",5.63493441255062,"pennsylvania",42103
"pima","AZ",5.49850167820947,"arizona",4019
"pinal","AZ",4.8518691281702,"arizona",4021
"pine","MN",4.63045775730952,"minnesota",27115
"pinellas","FL",8.60513420105501,"florida",12103
"pipestone","MN",4.96341075351517,"minnesota",27117
"piscataquis","ME",4.81789135461628,"maine",23021
"pitkin","CO",4.34090414313699,"colorado",8097
"pitt","NC",4.51559052146756,"north carolina",37147
"pittsburg","OK",6.04133324682363,"oklahoma",40121
"pittsylvania","VA",5.3510347701931,"virginia",51143
"piute","UT",5.04030913052394,"utah",49031
"placer","CA",4.88826039704523,"california",6061
"plaquemines","LA",5.08946282179004,"louisiana",22075
"platte","MO",3.95545242451451,"missouri",29165
"platte","NE",5.55132219580046,"nebraska",31141
"platte","WY",5.02237274588836,"wyoming",56031
"pleasants","WV",5.18662147216655,"west virginia",54073
"plumas","CA",5.54953659540932,"california",6063
"plymouth","IA",5.86786511654882,"iowa",19149
"plymouth","MA",5.23271615395578,"massachusetts",25023
"pocahontas","IA",5.2584671499835,"iowa",19151
"pocahontas","WV",5.08311665398314,"west virginia",54075
"poinsett","AR",5.17889952227991,"arkansas",5111
"pointe coupee","LA",6.10418698549244,"louisiana",22077
"polk","AR",5.62047130757332,"arkansas",5113
"polk","FL",5.33632291390771,"florida",12105
"polk","GA",4.9320156389343,"georgia",13233
"polk","IA",6.68344629889996,"iowa",19153
"polk","MN",6.59982666351235,"minnesota",27119
"polk","MO",4.93997099521291,"missouri",29167
"polk","NC",5.43770208011451,"north carolina",37149
"polk","NE",4.70902524336137,"nebraska",31143
"polk","OR",4.36285390575989,"oregon",41053
"polk","TN",5.59121874335397,"tennessee",47139
"polk","TX",5.9263770562807,"texas",48373
"polk","WI",5.26747143581396,"wisconsin",55095
"pondera","MT",5.32654424658554,"montana",30073
"pontotoc","MS",4.53165322690363,"mississippi",28115
"pontotoc","OK",4.42988913045908,"oklahoma",40123
"pope","AR",5.29507088550589,"arkansas",5115
"pope","IL",5.45013771651895,"illinois",17151
"pope","MN",5.19607701767631,"minnesota",27121
"poquoson","VA",4.43072779695199,"virginia",51735
"portage","OH",4.54912829300858,"ohio",39133
"portage","WI",3.82298655594078,"wisconsin",55097
